Index,Churn Reason,Churn Score,Churn Value,City,CLTV,Contract,Dependents,Device Protection,Gender,Internet Service,Is Manual Payment Method,Lat Long,Latitude,Longitude,Monthly Charges,Multiple Lines,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Senior Citizen,Streaming Movies,Streaming TV,Sum Of Additional Services,Tech Support,Tenure Category,Tenure Months,Total Charges,Zip Code
1182,Competitor offered more data,78,1,Mariposa,2172,Month-to-month,No,No,Female,Fiber optic,Yes,"37.526791, -119.99437",37.526791,-119.99437,84.3,No,Yes,No,No,No,Electronic check,Yes,No,No,Yes,2,No,New Customers,1,84.3,95338
1183,Competitor made better offer,78,1,Merced,5697,Two year,No,Yes,Female,DSL,No,"37.40122, -120.514191",37.40122,-120.514191,92.45,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,6,Yes,Loyal Customers,72,6440.25,95348
1184,Competitor made better offer,71,1,Modesto,3172,Month-to-month,No,Yes,Female,Fiber optic,Yes,"37.672906, -120.946594",37.672906,-120.946594,99.55,Yes,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,3,No,New Customers,11,1131.2,95355
1185,Price too high,72,1,Modesto,3812,Month-to-month,No,Yes,Male,Fiber optic,Yes,"37.716186, -121.025836",37.716186,-121.025836,81.25,Yes,No,No,Yes,No,Electronic check,Yes,Yes,No,No,1,No,New Customers,8,585.95,95356
1186,Product dissatisfaction,76,1,Modesto,4860,Month-to-month,Yes,No internet service,Male,No,No,"37.612612, -121.108568",37.612612,-121.108568,19.95,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,New Customers,1,19.95,95358
1187,Service dissatisfaction,76,1,Pinecrest,5338,Month-to-month,No,Yes,Male,Fiber optic,Yes,"38.224869, -119.755729",38.224869,-119.755729,99.25,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,Yes,4,No,established customers,23,2186.4,95364
1188,Lack of self-service on Website,85,1,Riverbank,2224,Two year,No,Yes,Female,Fiber optic,Yes,"37.734971, -120.954271",37.734971,-120.954271,80.45,No,No,No,Yes,No,Electronic check,Yes,No,No,No,2,Yes,established customers,39,3201.55,95367
1189,Network reliability,93,1,Soulsbyville,4533,Month-to-month,No,Yes,Male,Fiber optic,No,"37.990574, -120.261821",37.990574,-120.261821,79.35,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,1,No,New Customers,9,661.25,95372
1190,Limited range of services,65,1,Stevinson,2813,Month-to-month,No,No,Female,Fiber optic,Yes,"37.316807, -120.855753",37.316807,-120.855753,79.75,Yes,Yes,No,Yes,No,Electronic check,Yes,No,No,No,1,No,established customers,15,1111.85,95374
1191,Lack of affordable download/upload speed,100,1,Turlock,4664,Month-to-month,No,Yes,Female,Fiber optic,Yes,"37.474396, -120.875917",37.474396,-120.875917,100.05,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,3,No,established customers,30,3046.15,95380
1192,Long distance charges,91,1,Turlock,5796,Month-to-month,No,No,Male,Fiber optic,Yes,"37.529656, -120.854357",37.529656,-120.854357,69.35,No,No,No,Yes,No,Electronic check,Yes,No,No,No,0,No,New Customers,1,69.35,95382
1193,Extra data charges,89,1,Vernalis,5641,Month-to-month,No,No,Female,Fiber optic,Yes,"37.609095, -121.263381",37.609095,-121.263381,85.8,No,No,No,No,No,Electronic check,Yes,No,Yes,No,2,Yes,New Customers,3,272.2,95385
1194,Price too high,77,1,Waterford,6289,Two year,No,Yes,Male,DSL,Yes,"37.669516, -120.626964",37.669516,-120.626964,79.7,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,4,No,Loyal Customers,67,5293.4,95386
1195,Product dissatisfaction,95,1,Winton,3357,Month-to-month,No,No,Female,DSL,Yes,"37.421299, -120.599587",37.421299,-120.599587,50.55,Yes,No,No,No,No,Mailed check,Yes,Yes,No,No,0,No,New Customers,1,50.55,95388
1196,Service dissatisfaction,91,1,Santa Rosa,4273,Month-to-month,No,No,Male,Fiber optic,Yes,"38.488431, -122.752839",38.488431,-122.752839,80.55,No,No,No,Yes,Yes,Electronic check,Yes,No,No,Yes,1,No,New Customers,1,80.55,95403
1197,Lack of self-service on Website,84,1,Santa Rosa,4154,Month-to-month,No,Yes,Female,Fiber optic,Yes,"38.439696, -122.668817",38.439696,-122.668817,84.5,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,2,No,New Customers,12,916.9,95405
1198,Network reliability,85,1,Santa Rosa,5313,Month-to-month,No,No,Female,Fiber optic,Yes,"38.468893, -122.580539",38.468893,-122.580539,84.3,No,Yes,No,Yes,No,Mailed check,Yes,No,Yes,No,2,No,established customers,22,1855.65,95409
1199,Don't know,71,1,Clearlake Oaks,2299,Month-to-month,No,No,Male,Fiber optic,Yes,"39.07116, -122.598542",39.07116,-122.598542,67.75,No,No,No,Yes,No,Electronic check,Yes,No,No,No,0,No,New Customers,2,116.65,95423
1200,Competitor had better devices,80,1,Cobb,5172,Month-to-month,No,No,Female,Fiber optic,Yes,"38.838088, -122.73203",38.838088,-122.73203,85.25,Yes,No,No,Yes,No,Electronic check,Yes,Yes,Yes,No,1,No,established customers,27,2287.25,95426
1201,Competitor offered higher download speeds,76,1,Eldridge,3740,Month-to-month,No,No,Female,Fiber optic,No,"38.348884, -122.51699",38.348884,-122.51699,80.05,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,1,No,New Customers,10,830.7,95431
1202,Competitor offered more data,83,1,Elk,3657,Month-to-month,No,No internet service,Male,No,Yes,"39.108252, -123.645121",39.108252,-123.645121,20,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,1,20,95432
1203,Competitor made better offer,100,1,Glen Ellen,2270,Month-to-month,No,No,Female,DSL,No,"38.368744, -122.522642",38.368744,-122.522642,48.8,No,No,Yes,Yes,No,Credit card (automatic),Yes,No,No,No,1,No,established customers,22,1054.6,95442
1204,Competitor had better devices,96,1,Mendocino,2975,Month-to-month,No,No,Female,Fiber optic,Yes,"39.305545, -123.743697",39.305545,-123.743697,85.05,Yes,No,No,Yes,No,Electronic check,Yes,Yes,Yes,No,1,No,New Customers,1,85.05,95460
1205,Competitor had better devices,100,1,Redwood Valley,3123,Month-to-month,No,Yes,Female,Fiber optic,Yes,"39.298065, -123.25211",39.298065,-123.25211,102.8,No,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,5,Yes,established customers,21,2110.15,95470
1206,Competitor offered higher download speeds,87,1,Sonoma,3722,Month-to-month,No,Yes,Female,Fiber optic,Yes,"38.25485, -122.461799",38.25485,-122.461799,99.95,No,No,No,Yes,No,Mailed check,Yes,No,Yes,Yes,4,Yes,New Customers,6,547.65,95476
1207,Competitor offered higher download speeds,100,1,Mckinleyville,4432,One year,No,Yes,Male,Fiber optic,No,"40.965011, -124.015255",40.965011,-124.015255,117.8,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,6,Yes,Loyal Customers,72,8684.8,95519
1208,Competitor offered higher download speeds,78,1,Blue Lake,5684,Month-to-month,No,No,Female,Fiber optic,Yes,"40.94338, -123.831799",40.94338,-123.831799,79.5,Yes,Yes,No,Yes,No,Electronic check,Yes,Yes,No,No,1,No,Loyal Customers,54,4370.25,95525
1209,Competitor offered more data,87,1,Fields Landing,5036,Month-to-month,No,No,Male,Fiber optic,No,"40.726949, -124.217378",40.726949,-124.217378,79.65,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,1,Yes,New Customers,3,251.75,95537
1210,Competitor offered more data,94,1,Hoopa,5811,Month-to-month,No,Yes,Male,Fiber optic,Yes,"41.163637, -123.704841",41.163637,-123.704841,94.7,No,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,3,No,New Customers,8,740.3,95546
1211,Competitor offered more data,73,1,Miranda,2810,Month-to-month,No,Yes,Male,Fiber optic,Yes,"40.210895, -123.86",40.210895,-123.86,92.5,Yes,No,No,Yes,No,Electronic check,Yes,No,No,Yes,2,No,New Customers,5,452.7,95553
1212,Competitor made better offer,84,1,Myers Flat,2865,Month-to-month,Yes,No internet service,Female,No,Yes,"40.267158, -123.805913",40.267158,-123.805913,19.45,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,1,19.45,95554
1213,Competitor made better offer,77,1,Rio Dell,4320,Month-to-month,No,No,Female,Fiber optic,Yes,"40.485849, -124.163234",40.485849,-124.163234,75.55,Yes,No,No,Yes,No,Electronic check,Yes,No,No,No,0,No,New Customers,2,166.3,95562
1214,Price too high,85,1,Samoa,2485,Month-to-month,No,No,Male,Fiber optic,Yes,"40.809636, -124.189977",40.809636,-124.189977,70,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,0,No,New Customers,1,70,95564
1215,Product dissatisfaction,89,1,Smith River,5207,Two year,No,No,Male,DSL,No,"41.950683, -124.097094",41.950683,-124.097094,74.8,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,4,Yes,Loyal Customers,65,4820.15,95567
1216,Service dissatisfaction,71,1,Trinidad,3185,Month-to-month,No,Yes,Female,Fiber optic,Yes,"41.162295, -124.027381",41.162295,-124.027381,104.4,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,4,No,established customers,33,3409.6,95570
1217,Lack of self-service on Website,90,1,Zenia,5829,Month-to-month,No,No,Female,Fiber optic,Yes,"40.170357, -123.417298",40.170357,-123.417298,86.2,No,No,Yes,No,No,Electronic check,Yes,No,No,Yes,2,No,established customers,15,1270.2,95595
1218,Network reliability,79,1,Auburn,4568,Month-to-month,Yes,No,Female,DSL,No,"38.99003, -121.114408",38.99003,-121.114408,51.2,No phone service,No,No,No,Yes,Credit card (automatic),No,No,Yes,Yes,3,Yes,established customers,30,1561.5,95602
1219,Limited range of services,82,1,Clarksburg,2484,Month-to-month,No,No internet service,Female,No,Yes,"38.384648, -121.578701",38.384648,-121.578701,19.5,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,2,31.55,95612
1220,Lack of affordable download/upload speed,78,1,Davis,2122,Month-to-month,No,No,Female,Fiber optic,Yes,"38.508735, -121.678813",38.508735,-121.678813,74.9,Yes,No,No,Yes,No,Electronic check,Yes,Yes,No,No,0,No,New Customers,4,321.75,95616
1221,Long distance charges,93,1,Davis,2078,Month-to-month,No,No,Female,Fiber optic,No,"38.544002, -121.685559",38.544002,-121.685559,74.9,Yes,No,No,No,No,Credit card (automatic),Yes,No,No,No,0,No,New Customers,2,147.15,95618
1222,Extra data charges,74,1,Elverta,2195,Month-to-month,No,No,Female,Fiber optic,Yes,"38.734997, -121.463719",38.734997,-121.463719,100.25,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,3,No,established customers,25,2387.75,95626
1223,Price too high,94,1,Fair Oaks,4969,Month-to-month,No,No,Female,Fiber optic,Yes,"38.652065, -121.25441",38.652065,-121.25441,102.8,Yes,Yes,Yes,Yes,No,Mailed check,Yes,Yes,Yes,Yes,4,No,established customers,25,2660.2,95628
1224,Product dissatisfaction,93,1,Folsom,4760,One year,No,No,Male,Fiber optic,Yes,"38.672638, -121.147403",38.672638,-121.147403,100,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,3,Yes,established customers,43,4211.55,95630
1225,Service dissatisfaction,69,1,Galt,4243,Month-to-month,No,No,Male,Fiber optic,Yes,"38.274451, -121.259201",38.274451,-121.259201,99.85,No,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,4,Yes,New Customers,10,990.9,95632
1226,Lack of self-service on Website,79,1,Garden Valley,5299,Month-to-month,No,No,Female,Fiber optic,No,"38.852544, -120.837669",38.852544,-120.837669,94.2,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,2,No,New Customers,2,193.8,95633
1227,Network reliability,71,1,Grizzly Flats,3723,Month-to-month,No,No,Male,Fiber optic,Yes,"38.636102, -120.522149",38.636102,-120.522149,83.85,Yes,No,No,Yes,No,Electronic check,Yes,Yes,Yes,No,1,No,New Customers,9,790.15,95636
1228,Don't know,96,1,Guinda,2420,Month-to-month,No,Yes,Female,Fiber optic,No,"38.830739, -122.196202",38.830739,-122.196202,88.3,Yes,No,No,No,No,Credit card (automatic),Yes,Yes,Yes,No,2,No,established customers,27,2467.75,95637
1229,Attitude of service provider,100,1,Hood,4254,One year,No,Yes,Male,Fiber optic,No,"38.375325, -121.507935",38.375325,-121.507935,104.05,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,5,Yes,Loyal Customers,69,7262,95639
1230,Attitude of support person,72,1,Jackson,5615,Month-to-month,No,Yes,Male,Fiber optic,No,"38.336216, -120.76901",38.336216,-120.76901,94.7,No,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,3,No,established customers,22,1914.9,95642
1231,Attitude of support person,85,1,Loomis,4803,Month-to-month,No,Yes,Female,Fiber optic,No,"38.809175, -121.171375",38.809175,-121.171375,100.65,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,3,No,Loyal Customers,56,5688.05,95650
1232,Attitude of support person,94,1,Roseville,4400,Two year,No,Yes,Female,DSL,No,"38.736685, -121.251984",38.736685,-121.251984,80.55,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes,4,No,Loyal Customers,66,5265.1,95661
1233,Attitude of service provider,65,1,Pioneer,3079,Month-to-month,No,No,Male,Fiber optic,Yes,"38.546999, -120.271114",38.546999,-120.271114,78.85,Yes,No,Yes,Yes,Yes,Electronic check,Yes,Yes,No,No,1,No,established customers,24,1772.25,95666
1234,Attitude of service provider,65,1,Plymouth,4879,Month-to-month,No,No,Female,DSL,Yes,"38.489273, -120.891614",38.489273,-120.891614,44.45,No,No,No,Yes,No,Mailed check,Yes,No,No,No,0,No,New Customers,1,44.45,95669
1235,Attitude of service provider,69,1,Thornton,2455,Month-to-month,No,No,Male,Fiber optic,Yes,"38.157794, -121.520223",38.157794,-121.520223,84.9,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,No,1,No,established customers,36,3067.2,95686
1236,Attitude of support person,89,1,Vacaville,2959,Month-to-month,No,No internet service,Male,No,Yes,"38.419088, -122.024568",38.419088,-122.024568,20.25,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,0,No internet service,New Customers,1,20.25,95688
1237,Deceased,66,1,Walnut Grove,5633,Month-to-month,No,No,Male,Fiber optic,Yes,"38.240419, -121.587535",38.240419,-121.587535,74.35,No,Yes,No,Yes,No,Electronic check,Yes,No,No,No,1,No,New Customers,1,74.35,95690
1238,Moved,86,1,Wheatland,2937,Month-to-month,No,Yes,Male,DSL,Yes,"39.043387, -121.409837",39.043387,-121.409837,62.05,Yes,No,No,No,No,Mailed check,Yes,No,No,No,2,Yes,New Customers,1,62.05,95692
1239,Moved,76,1,Emigrant Gap,2704,One year,No,Yes,Male,DSL,No,"39.23754, -120.720196",39.23754,-120.720196,80,No,No,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,5,Yes,established customers,39,3182.95,95715
1240,Moved,76,1,Meadow Vista,3131,Month-to-month,No,Yes,Male,Fiber optic,Yes,"39.003358, -121.022539",39.003358,-121.022539,104.1,Yes,Yes,No,No,No,Mailed check,Yes,No,Yes,Yes,4,No,New Customers,5,541.9,95722
1241,Competitor had better devices,89,1,Soda Springs,4591,Month-to-month,No,No,Male,DSL,No,"39.279068, -120.414275",39.279068,-120.414275,39.1,No phone service,No,Yes,No,Yes,Bank transfer (automatic),No,Yes,Yes,No,2,No,established customers,24,971.3,95728
1242,Don't know,80,1,Elk Grove,5944,Month-to-month,No,No,Male,Fiber optic,Yes,"38.35363, -121.44195",38.35363,-121.44195,76.5,Yes,No,No,Yes,No,Electronic check,Yes,No,No,No,0,No,New Customers,2,162.45,95758
1243,Competitor offered more data,73,1,Woodland,4336,Month-to-month,No,No,Male,DSL,Yes,"38.694081, -121.694431",38.694081,-121.694431,49.2,No,No,No,Yes,No,Electronic check,Yes,No,No,No,1,Yes,New Customers,5,216.9,95776
1244,Competitor made better offer,65,1,Sacramento,5671,Month-to-month,No,No internet service,Male,No,No,"38.608405, -121.449942",38.608405,-121.449942,23.15,Yes,No internet service,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,0,No internet service,New Customers,11,245.2,95815
1245,Competitor had better devices,73,1,Sacramento,2961,Month-to-month,No,No,Female,Fiber optic,Yes,"38.550722, -121.457314",38.550722,-121.457314,80.85,No,No,No,No,Yes,Electronic check,Yes,No,Yes,No,1,No,New Customers,4,302.75,95817
1246,Competitor had better devices,88,1,Sacramento,5654,Month-to-month,No,No,Male,DSL,Yes,"38.625096, -121.383658",38.625096,-121.383658,60.1,Yes,Yes,No,No,No,Mailed check,Yes,No,No,No,2,Yes,New Customers,1,60.1,95821
1247,Competitor offered higher download speeds,75,1,Sacramento,2038,Month-to-month,No,No,Male,Fiber optic,Yes,"38.475465, -121.443625",38.475465,-121.443625,78.95,No,No,No,Yes,No,Electronic check,Yes,No,No,Yes,1,No,New Customers,1,78.95,95823
1248,Competitor offered higher download speeds,81,1,Sacramento,2699,Month-to-month,No,No,Male,DSL,Yes,"38.486938, -121.395805",38.486938,-121.395805,45.15,No,No,No,Yes,No,Electronic check,Yes,No,No,No,0,No,New Customers,2,98.5,95828
1249,Competitor offered higher download speeds,97,1,Sacramento,2448,Month-to-month,No,No,Female,Fiber optic,Yes,"38.685069, -121.543709",38.685069,-121.543709,79.4,No,No,No,Yes,No,Electronic check,Yes,No,No,Yes,1,No,New Customers,3,244.65,95835
1250,Competitor offered more data,100,1,Sacramento,3051,One year,No,Yes,Male,DSL,Yes,"38.646096, -121.442433",38.646096,-121.442433,53.95,No phone service,Yes,No,Yes,No,Mailed check,No,No,Yes,Yes,4,No,established customers,44,2375.4,95838
1251,Competitor offered more data,69,1,Sacramento,4811,Month-to-month,No,Yes,Female,Fiber optic,No,"38.687367, -121.34848",38.687367,-121.34848,99.3,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,4,No,established customers,24,2431.35,95842
1252,Competitor offered more data,95,1,Browns Valley,3788,Month-to-month,No,No,Male,Fiber optic,Yes,"39.292334, -121.320597",39.292334,-121.320597,80.65,Yes,Yes,No,Yes,No,Electronic check,Yes,No,No,No,1,No,established customers,18,1451.9,95918
1253,Competitor made better offer,98,1,Canyon Dam,5824,Month-to-month,No,No,Female,Fiber optic,Yes,"40.171312, -121.120605",40.171312,-121.120605,71.1,No,No,No,No,No,Mailed check,Yes,No,No,No,0,No,New Customers,1,71.1,95923
1254,Competitor made better offer,69,1,Chico,5965,One year,No,Yes,Female,Fiber optic,Yes,"39.681488, -121.83721",39.681488,-121.83721,106.25,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,4,No,Loyal Customers,65,6979.8,95928
1255,Price too high,78,1,Crescent Mills,4166,One year,No,No internet service,Female,No,No,"40.080342, -120.957805",40.080342,-120.957805,20.8,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,53,1021.8,95934
1256,Product dissatisfaction,67,1,Elk Creek,4176,Month-to-month,No,No,Male,Fiber optic,Yes,"39.53222, -122.594879",39.53222,-122.594879,94,Yes,No,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,2,No,New Customers,1,94,95939
1257,Service dissatisfaction,99,1,Grimes,2668,Month-to-month,No,No,Female,Fiber optic,Yes,"39.033058, -121.895718",39.033058,-121.895718,89.85,Yes,Yes,No,No,No,Electronic check,Yes,Yes,Yes,No,2,No,established customers,15,1424.95,95950
1258,Lack of self-service on Website,97,1,Hamilton City,5246,Month-to-month,No,No,Female,DSL,Yes,"39.732767, -122.042298",39.732767,-122.042298,46,No,No,No,Yes,No,Mailed check,Yes,No,No,No,0,No,New Customers,4,193.6,95951
1259,Network reliability,67,1,Live Oak,5515,Month-to-month,No,No,Female,DSL,Yes,"39.258746, -121.77697",39.258746,-121.77697,66.25,No,Yes,No,No,No,Mailed check,Yes,No,No,Yes,3,Yes,New Customers,9,620.55,95953
1260,Limited range of services,95,1,Maxwell,4739,Month-to-month,No,No,Female,Fiber optic,Yes,"39.281194, -122.226568",39.281194,-122.226568,90,Yes,No,No,Yes,No,Electronic check,Yes,No,No,Yes,2,Yes,established customers,22,1993.8,95955
1261,Lack of affordable download/upload speed,82,1,Meadow Valley,5437,One year,No,No,Male,Fiber optic,No,"39.937017, -121.058043",39.937017,-121.058043,70.45,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,No,No,0,No,established customers,38,2597.6,95956
1262,Long distance charges,66,1,Olivehurst,6265,Two year,No,No internet service,Male,No,No,"39.082568, -121.55325",39.082568,-121.55325,19.75,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,0,No internet service,Loyal Customers,53,1052.35,95961
